prescription_symptoms_distance,prescription_randomsymptoms_distance
0.23327369205487905,0.3478948197884254
0.39847735161712416,0.35827653169676077
0.365576716842451,0.5476352039866861
0.43726605206440144,0.47545969575987496
0.4653482066563087,0.43923432883066815
0.3450885533599398,0.3633161283433688
0.2171256010969494,0.5271922200449921
0.17766769403242155,0.36879223058637367
0.1628533379597267,0.3861567217819486
0.38875298887811566,0.41575880483953315
0.41551152530395963,0.39425554674863383
0.24686368865695468,0.3724189845887422
0.4106005759434574,0.3868448219493047
0.2841496931862895,0.37683172924616126
0.2397700951362293,0.31334836876482575
0.1273321351326796,0.31507150964347497
0.1722571746612777,0.5294618588215875
0.4229641187958199,0.42210146159194073
0.27138903110541296,0.42521769821567645
0.612965562871558,0.48090940545452077
0.3110325014312721,0.4117807818341007
0.17894645409144053,0.4878609671627105
0.2175680851129337,0.37293799872647126
0.3181426465125786,0.41472805802831986
0.43398144553512163,0.5409662589897526
0.28945492999470296,0.47151929480247856
0.2881964484122871,0.44451920769593306
0.18473022804303607,0.425874412345536
0.29270884294973504,0.4574681156295073
0.3790588834052102,0.2944355567605747
0.31954061158647673,0.5390811698189485
0.2903606831837007,0.551819293065544
0.24519916745563675,0.34574883902382414
0.4863243709464023,0.3723350872154968
0.3484990530857214,0.43990562545827644
0.27996909269599407,0.5253882784861815
0.4634699085386077,0.2698157647377438
0.3224777704583333,0.3682055972687019
0.1794001104108171,0.4262641959674388
0.30460083521901105,0.45719871646191956
0.14096689695038814,0.4633202435854551
0.15764565965243918,0.44797213515164913
0.3276660316457419,0.2805105412512863
0.2643470176520495,0.36823393477896893
0.31627704918422145,0.3822230565443731
0.41871632403636944,0.3933714581691188
0.6202730430894254,0.4759419799254453
0.4132925352678481,0.42876377886770384
0.27437505085967895,0.512974002748193
0.5585588605279825,0.3310774518409639
0.3549160593443248,0.3685683438600975
0.2383225936060206,0.2972096817956018
0.2919996592468768,0.570156865554556
0.27617256722813566,0.3548927081324274
0.16209333421014546,0.42954939362388217
0.3781046268249925,0.4152898695069529
0.2800014836496687,0.46884019265840304
0.6260795332134512,0.4485968704279138
0.15657867512212084,0.27544999238385315
0.24690030476240354,0.5832555116284555
0.27861936078375543,0.4211589605605833
0.3426919887238795,0.414026867209181
0.398034681818317,0.40339653343306897
0.1588370004486338,0.48813499344854366
0.1495517269667557,0.32970167373993997
0.3292577287953941,0.31962280962814976
0.3050700212934431,0.3112721992737796
0.30585358568283116,0.37197041017167815
0.21436743553023424,0.41521016586105924
0.34948319536639644,0.3368775726703335
0.32407988833541274,0.3900690743951798
0.3692995343827896,0.3316333269954285
0.29019575870505315,0.47542379013297903
0.3480913949043475,0.38436764023513836
0.2148254577459478,0.41081239651041807
0.4151677341902771,0.5501761256292886
0.396088606748971,0.3708943701361916
0.2768681043381882,0.42004188729229014
0.22701137533031887,0.34615318351521235
0.3270074850216751,0.29395083248641346
0.31873035189438,0.3337383826190474
0.297340915403793,0.39493173148130617
0.280538108888795,0.39959620793989825
0.5721843416492224,0.38952962863501567
0.3668837834479332,0.40241058388730516
0.3631173829462889,0.38381047895685905
