prescription_symptoms_distance,prescription_randomsymptoms_distance
0.3634168057440056,0.4783967484825178
0.24170873044798752,0.33067389510398987
0.4187003016753443,0.4122754380931959
0.42656953848146534,0.4092025835785561
0.3640538145091216,0.39824128291025773
0.3625851438707166,0.3793859674567752
0.504825547730063,0.4624981631339048
0.3949211474901863,0.39463219433995095
0.35072131965525405,0.3847937063978763
0.3297913308413123,0.412341585587578
0.3486473415570501,0.4134444413832026
0.48096109108030477,0.3870036459094657
0.4842650190231609,0.5252383383279853
0.2409965573306162,0.3893695646042613
0.38478340671077316,0.48896418201022357
0.3674147507556364,0.41166536366571266
0.34862778369260833,0.4135564512338138
0.33519316627293355,0.46714638818337184
0.3864355592799153,0.3970718194508773
0.35615698726487266,0.3550922924795398
0.3973564900681796,0.3568718989274368
0.3798413584316825,0.32093554181669903
0.3039433329196,0.30634581843208236
0.3423133042181964,0.4221151455268692
0.41712344463238993,0.3967390729438349
0.35407068838764433,0.518389475984199
0.2524706649185879,0.5036390015570673
0.28888901299717407,0.38462903814322885
0.48554355952066197,0.5345897451107823
0.3905533595463052,0.4926274802826068
0.5064805911925244,0.5378731749315329
0.22119205774684275,0.35832698376805555
0.5877325398721719,0.39665493068332114
0.4852706445538964,0.45541014845572625
0.29785957600692803,0.38252509612208585
0.4288929046853231,0.36513006191941866
0.3771010617946559,0.35095969741113325
0.3101097519288749,0.36750801135284417
0.37675525240394336,0.3908054240340063
0.372465307462836,0.39287117039843056
0.32661572816100237,0.433022811401374
0.32221848519502594,0.479029902514013
0.42532316374633844,0.48965711437832526
0.2997002221391983,0.45623547985462204
0.29149270859136384,0.37834906037214133
0.5395544937835258,0.4529537745474472
0.3979985555039466,0.40344942934536265
0.33475865684387546,0.5787005009798889
0.3121833415720856,0.5731239840625791
0.34927383501439285,0.545516387353134
0.2749091511413493,0.5085362012873116
0.3663092754022932,0.4496807123086456
0.3616256542468044,0.4415036085250826
0.2920177266263989,0.4184606583970526
0.25138165330121864,0.41711346845205466
0.4725231634023864,0.5135624795753083
0.3809784956818652,0.43101067183409486
0.42797689403259115,0.4572252673678533
0.4913772358644313,0.4965232367093545
0.38426522745404273,0.49668222588679595
0.36814295186381535,0.41333196907747904
0.2551205190995819,0.4013771365183517
0.3401614240045022,0.40385465396179043
0.16691030279630725,0.41482495199070557
0.30253637145325,0.47108541592572734
0.2821549824258346,0.3908545128866946
0.2785708545776442,0.47661308185974943
0.34491704203575496,0.47991093630680143
0.41043479010808576,0.48497493938227426
0.33509036362939904,0.4655467409719519
0.2779356462169751,0.4162892447895451
0.18941636329854317,0.3788142210226764
0.34859941803342875,0.38959679502437194
0.6154602546167778,0.45977332946714183
0.5765509473387763,0.4459643169993653
0.41109668210245975,0.5281335250566588
0.36722415446874057,0.534463614208216
0.3906821492659086,0.45383382586520526
0.33726189459894634,0.4211398032993648
0.3112051105630466,0.4149190054423887
0.35017592884475873,0.3944029356871412
0.37981778090252816,0.4272950701396864
0.4698718832779079,0.4807542987600938
0.34622307839103766,0.45629508298466676
0.3747368515186839,0.381604382459377
0.3223342701170298,0.3986879702845313
0.3504140517556089,0.360708935568412
0.27396566996485683,0.3895609899168124
0.44587585298109467,0.4234040628888048
0.5354249807546227,0.4243361397561235
0.2859532306071413,0.4120360676497029
0.2958214708828815,0.3339908007963438
0.3629331927889119,0.44416894328709866
0.3636087531787039,0.4252981848265254
0.3025677631205291,0.4298442881539997
0.29839072346767154,0.450964290548759
0.45090963856619537,0.45944263427272886
0.32306256974640274,0.43717630754796805
0.3244376407467432,0.40495451995050186
0.45965467248857533,0.4254379332288016
0.3032220479992353,0.32670118833612205
0.23246286825857476,0.449843362716671
0.41210029933623427,0.4892121069201224
0.36750733815880543,0.42634782734263427
0.2703770045119629,0.41205026608017964
0.3958836601464557,0.49330327463624496
0.30700487339135424,0.42470396170634483
0.44739407020941885,0.5528503503986318
0.4095842425663868,0.42175967782376705
0.265592792815339,0.39765941400992344
0.26282273714796145,0.4569954691206746
0.36213780923412114,0.42154904069380705
0.34995998164721775,0.4647494613472736
0.3676103902017051,0.4231303869661828
0.33056553853216775,0.36833329291803424
0.45607578259003273,0.5004606480077399
0.5091489932549778,0.5473727244736386
0.5132055071459792,0.5708005627326882
0.5440775720396696,0.5737087461516557
